,GALLUP,,,,,,,,,,,,,,,,,,,,,,,,
,"Copyright © 2026 Gallup, Inc. All rights reserved. The information contained in this document may only be used for noncommercial personal use and is subject to Gallup’s Terms of Use.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Short Text:,Confidence in National Government,,,,,,,,,,,,,,,,,,,,,,,
,Long Text:,"In this country, do you have confidence in each of the following, or not? How about national government?",,,,,,,,,,,,,,,,,,,,,,,
,Data Source:,World Poll,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Geography,Time,Demographic,Demographic Value,Yes,No,DK/RF,N Size,,,,,,,,,,,,,,,,,
,Austria,2025,Aggregate,Aggregate,0.476145365,0.522166917,0.001687718,"1,028",,,,,,,,,,,,,,,,,
,Austria,2024,Aggregate,Aggregate,0.445465706,0.554534294,,"1,000",,,,,,,,,,,,,,,,,
,Austria,2023,Aggregate,Aggregate,0.474604808,0.518666087,0.006729106,"1,000",,,,,,,,,,,,,,,,,
,Austria,2022,Aggregate,Aggregate,0.461640692,0.532990212,0.005369096,"1,000",,,,,,,,,,,,,,,,,
,Austria,2021,Aggregate,Aggregate,0.610458963,0.376178935,0.013362101,"1,000",,,,,,,,,,,,,,,,,
,Austria,2020,Aggregate,Aggregate,0.626177827,0.358750834,0.01507134,"1,000",,,,,,,,,,,,,,,,,
,Austria,2019,Aggregate,Aggregate,0.51233826,0.469965251,0.017696489,"1,025",,,,,,,,,,,,,,,,,
,Austria,2018,Aggregate,Aggregate,0.488678725,0.47631975,0.035001526,"1,000",,,,,,,,,,,,,,,,,
,Austria,2017,Aggregate,Aggregate,0.435907941,0.539500601,0.024591458,"1,000",,,,,,,,,,,,,,,,,
,Austria,2016,Aggregate,Aggregate,0.432638218,0.5501145,0.017247282,"1,000",,,,,,,,,,,,,,,,,
,Austria,2015,Aggregate,Aggregate,0.454789863,0.528563367,0.016646769,"1,000",,,,,,,,,,,,,,,,,
,Austria,2014,Aggregate,Aggregate,0.407695404,0.559188921,0.033115675,"2,000",,,,,,,,,,,,,,,,,
